City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
519,Banjar,ID,2022-01-06 21:17:33,overcast clouds,-8.19,114.9675,78.66,86,99,3.38
520,Lata,PT,2022-01-06 21:17:33,broken clouds,40.1629,-8.3327,50.81,96,68,2.86
521,Verkhoyansk,RU,2022-01-06 21:17:33,overcast clouds,67.5447,133.385,-46.86,97,96,2.33
522,Kelvington,CA,2022-01-06 21:17:34,scattered clouds,52.1667,-103.5343,-25.01,98,49,4.72
523,Pedernales,DO,2022-01-06 21:17:34,few clouds,18.0384,-71.744,82.08,60,18,6.46
524,Aksehir,TR,2022-01-06 21:17:35,scattered clouds,38.3575,31.4164,44.11,81,34,3.15
525,Ulaangom,MN,2022-01-06 21:15:41,overcast clouds,49.9811,92.0667,-11.15,94,100,0.6
526,Newport,GB,2022-01-06 21:14:47,light rain,51.5877,-2.9984,45.14,85,59,20.38
527,Port Hawkesbury,CA,2022-01-06 21:17:35,broken clouds,45.6169,-61.3485,36.88,93,70,11.99
528,Nisia Floresta,BR,2022-01-06 21:17:35,scattered clouds,-6.0911,-35.2086,83.21,75,32,7.14
529,Haimen,CN,2022-01-06 21:17:36,overcast clouds,23.1935,116.6142,58.89,76,99,22.35
530,Moose Factory,CA,2022-01-06 21:17:36,overcast clouds,51.2585,-80.6094,-9.18,93,95,4.68
531,Bud,US,2022-01-06 21:17:37,overcast clouds,39.447,-86.1758,19.45,71,100,12.39
532,Shiyan,CN,2022-01-06 21:17:37,overcast clouds,32.6475,110.7781,36.19,98,100,2.62
533,Uhlove,UA,2022-01-06 21:17:39,broken clouds,44.8215,33.6045,49.57,93,77,14.63
534,Neftegorsk,RU,2022-01-06 21:17:39,light rain,52.802,51.166,35.35,100,100,17.56
535,Altay,CN,2022-01-06 21:17:41,broken clouds,47.8667,88.1167,18.63,61,58,7.31
536,Mudgee,AU,2022-01-06 21:17:42,overcast clouds,-32.5943,149.5871,68.79,100,100,6.91
537,Mandera,KE,2022-01-06 21:17:42,overcast clouds,3.9366,41.867,86.0,33,100,9.73
538,Gashua,NG,2022-01-06 21:17:43,broken clouds,12.871,11.0482,72.19,22,72,9.13
539,Alice Springs,AU,2022-01-06 21:17:43,scattered clouds,-23.7,133.8833,63.95,42,31,5.75
540,Vila Velha,BR,2022-01-06 21:14:21,broken clouds,-20.3297,-40.2925,80.94,80,75,1.01
541,Ketchikan,US,2022-01-06 21:17:43,clear sky,55.3422,-131.6461,28.38,58,0,11.5
542,San Carlos,VE,2022-01-06 21:17:44,few clouds,9.6612,-68.5827,92.08,23,16,4.85
543,Shatrovo,RU,2022-01-06 21:17:44,overcast clouds,56.5167,64.6333,7.59,98,100,7.09
544,Coquimbo,CL,2022-01-06 21:13:16,clear sky,-29.9533,-71.3436,65.93,72,0,14.97
545,Vega De Alatorre,MX,2022-01-06 21:17:45,scattered clouds,20.0333,-96.6333,77.18,71,25,4.47
546,Arrecife,ES,2022-01-06 21:16:09,scattered clouds,28.963,-13.5477,66.18,72,40,23.02
547,Ures,MX,2022-01-06 21:17:46,clear sky,29.4333,-110.4,74.12,19,8,3.06
548,Taiyuan,CN,2022-01-06 21:17:47,haze,37.8694,112.5603,28.26,64,11,0.0
549,Senno,RU,2022-01-06 21:17:47,light snow,59.5336,33.9167,15.94,95,100,8.79
550,Loningen,DE,2022-01-06 21:17:48,overcast clouds,52.7333,7.7667,37.42,88,94,13.18
551,Leh,IN,2022-01-06 21:17:49,few clouds,34.1667,77.5833,2.88,81,15,3.42
552,Chuy,UY,2022-01-06 21:17:49,clear sky,-33.6971,-53.4616,71.64,53,0,11.97
553,Mombetsu,JP,2022-01-06 21:14:27,overcast clouds,44.3525,143.3525,14.72,88,87,4.38
554,Nelson Bay,AU,2022-01-06 21:17:50,overcast clouds,-32.7167,152.15,75.96,91,98,3.0
555,Parchim,DE,2022-01-06 21:17:50,scattered clouds,53.4263,11.8488,32.72,93,35,7.45
556,Barentu,ER,2022-01-06 21:17:51,overcast clouds,15.1139,37.5928,68.61,41,98,4.63
557,Puerto Del Rosario,ES,2022-01-06 21:17:51,few clouds,28.5004,-13.8627,65.88,77,20,17.27
558,Abu Samrah,SY,2022-01-06 21:17:52,scattered clouds,35.3029,37.1841,51.6,78,44,6.78
559,Akureyri,IS,2022-01-06 21:13:43,few clouds,65.6835,-18.0878,23.13,82,15,8.99
560,San Luis,AR,2022-01-06 21:17:52,few clouds,-33.295,-66.3356,90.81,21,11,12.21
561,Bestobe,KZ,2022-01-06 21:17:53,overcast clouds,52.4994,73.0975,11.37,83,97,8.5
562,Onda,ES,2022-01-06 21:17:53,broken clouds,39.9667,-0.25,45.86,39,51,6.02
563,Inirida,CO,2022-01-06 21:17:54,overcast clouds,3.8653,-67.9239,86.85,51,91,2.33
564,Nalut,LY,2022-01-06 21:17:54,broken clouds,30.3333,10.85,48.29,41,58,7.76
565,Mancio Lima,BR,2022-01-06 21:17:55,scattered clouds,-7.6142,-72.8958,93.27,43,40,0.0
566,Toktogul,KG,2022-01-06 21:17:55,overcast clouds,41.8708,72.9402,31.37,77,96,2.42
567,Taber,CA,2022-01-06 21:15:04,light snow,49.8167,-112.1518,0.28,91,100,9.86
568,Katsuura,JP,2022-01-06 21:17:55,few clouds,35.1333,140.3,28.51,71,18,10.98
569,Oliveira Dos Brejinhos,BR,2022-01-06 21:17:56,broken clouds,-12.3169,-42.8961,74.08,85,75,3.89
570,Angoche,MZ,2022-01-06 21:17:56,light rain,-16.2325,39.9086,78.13,87,100,2.93
571,Semporna,MY,2022-01-06 21:17:57,scattered clouds,4.4818,118.6112,73.6,90,28,7.85
572,Spirit River,CA,2022-01-06 21:15:13,overcast clouds,55.7833,-118.8361,-23.48,96,91,1.83
573,Hinton,CA,2022-01-06 21:17:57,overcast clouds,53.4001,-117.5857,5.2,89,100,2.46
574,Chimoio,MZ,2022-01-06 21:17:58,light rain,-19.1164,33.4833,67.32,96,100,3.22
575,Roebourne,AU,2022-01-06 21:17:58,broken clouds,-20.7833,117.1333,84.58,68,84,10.47
576,Camara De Lobos,PT,2022-01-06 21:17:58,scattered clouds,32.6333,-16.9667,64.0,84,40,1.99
577,Penzance,GB,2022-01-06 21:17:59,overcast clouds,50.1186,-5.5371,48.88,68,94,33.55
578,Mizan Teferi,ET,2022-01-06 21:17:59,scattered clouds,6.9833,35.5833,64.89,72,49,1.97
579,Ellisras,ZA,2022-01-06 21:18:00,light rain,-23.6649,27.7443,75.49,65,88,9.35
580,Talavera,PH,2022-01-06 21:18:00,overcast clouds,15.6167,120.9333,68.45,89,95,3.2
581,Tuatapere,NZ,2022-01-06 21:18:01,scattered clouds,-46.1333,167.6833,54.82,59,32,1.19
582,Ramgarh,IN,2022-01-06 21:18:01,clear sky,23.6333,85.5167,60.85,54,0,3.53
583,Weyburn,CA,2022-01-06 21:13:20,scattered clouds,49.6668,-103.8511,-20.13,95,26,3.71
584,Novikovo,RU,2022-01-06 21:18:02,overcast clouds,51.1537,37.8879,29.61,94,100,3.96
585,Buriti Dos Lopes,BR,2022-01-06 21:18:02,scattered clouds,-3.175,-41.8669,83.95,72,30,8.46
586,Constitucion,CL,2022-01-06 21:18:03,few clouds,-35.3333,-72.4167,66.85,67,18,13.6
587,Camabatela,AO,2022-01-06 21:18:03,light rain,-8.1881,15.375,62.87,97,100,2.98
588,Guaira,BR,2022-01-06 21:18:03,overcast clouds,-20.3183,-48.3106,73.83,89,98,3.36
589,Billings,US,2022-01-06 21:16:41,light snow,45.7833,-108.5007,12.36,76,100,4.61
590,Misratah,LY,2022-01-06 21:18:04,few clouds,32.3754,15.0925,60.66,58,22,9.53
591,Farah,AF,2022-01-06 21:18:04,overcast clouds,32.5,62.5,40.73,63,100,6.06
592,Kannauj,IN,2022-01-06 21:18:05,overcast clouds,27.0546,79.922,57.29,96,86,2.93
593,Nuevo Progreso,MX,2022-01-06 21:18:05,scattered clouds,23.1667,-97.95,84.6,65,25,8.99
594,Metro,ID,2022-01-06 21:18:06,overcast clouds,-5.1131,105.3067,75.7,92,100,3.69
595,Manga,BF,2022-01-06 21:18:06,broken clouds,11.6636,-1.0731,76.6,20,61,8.7
596,Akdepe,TM,2022-01-06 21:18:06,few clouds,42.0551,59.3788,32.0,84,15,5.68
597,Scarborough,GB,2022-01-06 21:18:07,overcast clouds,54.2797,-0.4044,42.08,88,88,1.99
598,Kamaishi,JP,2022-01-06 21:18:07,broken clouds,39.2667,141.8833,32.83,83,75,10.56
599,Ruteng,ID,2022-01-06 21:18:07,overcast clouds,-8.6136,120.4721,62.2,88,100,0.74
600,Svetlogorsk,BY,2022-01-06 21:18:08,light snow,52.6333,29.7333,32.29,90,100,10.76
601,Hovd,MN,2022-01-06 21:18:08,scattered clouds,48.0056,91.6419,2.05,82,32,2.46
602,Mount Isa,AU,2022-01-06 21:18:09,clear sky,-20.7333,139.5,76.77,23,7,8.05
603,Lamu,KE,2022-01-06 21:18:09,few clouds,-2.2717,40.902,80.82,82,13,12.84
604,Shimanovsk,RU,2022-01-06 21:18:09,light snow,52.0,127.7,-4.38,98,100,2.55
605,Lucea,JM,2022-01-06 21:18:10,clear sky,18.451,-78.1736,83.86,66,0,12.53
606,Laela,TZ,2022-01-06 21:18:10,overcast clouds,-8.5667,32.05,62.06,88,100,2.75
607,Port Lincoln,AU,2022-01-06 21:18:10,overcast clouds,-34.7333,135.8667,61.48,78,100,15.28
608,Kristiansund,NO,2022-01-06 21:18:11,clear sky,63.1115,7.732,27.25,74,0,8.05
609,Tahta,EG,2022-01-06 21:18:11,scattered clouds,26.7693,31.5021,57.99,45,39,5.35
610,Nanganga,TZ,2022-01-06 21:18:11,light rain,-10.3833,39.15,74.03,96,100,2.89
611,Zhigansk,RU,2022-01-06 21:18:12,overcast clouds,66.7697,123.3711,-29.97,94,100,11.25
612,Cap Malheureux,MU,2022-01-06 21:18:12,light rain,-19.9842,57.6142,75.69,90,100,8.14
613,Okhotsk,RU,2022-01-06 21:18:12,overcast clouds,59.3833,143.3,5.9,85,95,7.56
614,Kamyshevatskaya,RU,2022-01-06 21:18:13,scattered clouds,46.4132,37.9563,46.33,96,28,18.95
615,Laurinburg,US,2022-01-06 21:18:13,clear sky,34.7741,-79.4628,61.5,44,0,1.01
616,Kembe,CF,2022-01-06 21:18:13,broken clouds,4.6228,21.8865,74.68,36,83,2.53
617,Tenenkou,ML,2022-01-06 21:18:14,scattered clouds,14.4572,-4.9169,71.1,17,45,9.28
618,Qinhuangdao,CN,2022-01-06 21:18:14,clear sky,39.9317,119.5883,26.24,81,1,7.78
619,Ambulu,ID,2022-01-06 21:18:14,overcast clouds,-8.345,113.6058,75.7,88,86,3.15
620,Tazovskiy,RU,2022-01-06 21:18:15,broken clouds,67.4667,78.7,-21.03,88,51,9.84
621,Port Augusta,AU,2022-01-06 21:18:15,broken clouds,-32.5,137.7667,65.71,78,54,14.16
622,Sorong,ID,2022-01-06 21:18:15,broken clouds,-0.8833,131.25,78.08,84,69,3.76
623,Likasi,CD,2022-01-06 21:18:16,overcast clouds,-10.9814,26.7333,62.65,95,95,2.13
624,Baykit,RU,2022-01-06 21:18:16,overcast clouds,61.67,96.37,-1.5,99,100,3.29
625,Bolobo,CD,2022-01-06 21:18:17,overcast clouds,-2.1667,16.2333,78.93,64,100,1.61
626,Srednekolymsk,RU,2022-01-06 21:18:17,overcast clouds,67.45,153.6833,-14.66,97,100,5.48
627,Mazagao,BR,2022-01-06 21:18:17,overcast clouds,-0.115,-51.2894,82.45,84,99,4.79
628,Natal,BR,2022-01-06 21:14:27,scattered clouds,-5.795,-35.2094,83.05,69,40,11.5
629,Meadow Lake,US,2022-01-06 21:17:26,overcast clouds,34.8014,-106.5436,59.77,32,98,4.36
630,Teya,RU,2022-01-06 21:18:18,overcast clouds,60.3778,92.6267,-7.58,98,98,2.82
631,Galesong,ID,2022-01-06 21:18:18,overcast clouds,-5.3166,119.3661,77.02,80,100,5.17
632,Rio Grande,BR,2022-01-06 21:18:19,scattered clouds,-32.035,-52.0986,75.31,62,33,14.99
633,Ixtapa,MX,2022-01-06 21:18:19,clear sky,20.7,-105.2,76.23,73,0,9.22
634,Jalu,LY,2022-01-06 21:18:19,clear sky,29.0331,21.5482,59.38,42,0,0.6
635,Mnogovershinnyy,RU,2022-01-06 21:18:20,few clouds,53.9353,139.9242,-15.23,83,14,4.83
636,Hvittingfoss,NO,2022-01-06 21:18:20,broken clouds,59.4833,10.0167,21.31,96,78,4.97
637,Sotnikovo,RU,2022-01-06 21:18:20,smoke,51.8845,107.4791,0.03,78,100,2.24
638,Berlevag,NO,2022-01-06 21:18:21,scattered clouds,70.8578,29.0864,28.35,54,40,14.97
639,Winnipeg,CA,2022-01-06 21:16:55,overcast clouds,49.8844,-97.147,-9.98,77,93,1.01
640,Saryg-Sep,RU,2022-01-06 21:18:21,broken clouds,51.5,95.6,-12.77,99,80,2.42
641,Tessalit,ML,2022-01-06 21:18:21,overcast clouds,20.1986,1.0114,65.08,20,89,5.37
642,Guilin,CN,2022-01-06 21:18:22,overcast clouds,25.2819,110.2864,44.71,79,100,6.69
643,Saint-Louis,SN,2022-01-06 21:18:22,overcast clouds,16.3333,-15.0,76.03,13,100,9.86
644,Laguna,US,2022-01-06 21:18:23,mist,38.421,-121.4238,61.21,87,100,1.01
645,Kabanjahe,ID,2022-01-06 21:14:33,overcast clouds,3.1001,98.4908,61.27,91,100,1.12
646,Altamira,BR,2022-01-06 21:18:23,broken clouds,-3.2033,-52.2064,84.29,74,75,5.75
647,Fukue,JP,2022-01-06 21:18:24,overcast clouds,32.6881,128.8419,51.4,57,100,16.2
648,Kerouane,GN,2022-01-06 21:18:24,broken clouds,9.2667,-9.0167,75.4,25,53,3.18
649,Sirjan,IR,2022-01-06 21:18:24,clear sky,29.452,55.6814,33.33,60,0,6.38
650,Pitrufquen,CL,2022-01-06 21:18:25,clear sky,-38.9833,-72.65,73.42,60,0,12.66
651,Coari,BR,2022-01-06 21:14:30,overcast clouds,-4.085,-63.1414,76.53,92,94,2.59
652,Zyryanka,RU,2022-01-06 21:18:25,overcast clouds,65.75,150.85,-24.09,98,100,5.06
653,Nur,PL,2022-01-06 21:18:26,overcast clouds,52.6683,22.3221,30.78,89,97,11.14
654,North Bend,US,2022-01-06 21:18:26,broken clouds,43.4065,-124.2243,58.91,86,75,12.66
655,Chicama,PE,2022-01-06 21:18:26,few clouds,-7.8447,-79.1469,68.54,64,14,10.8
656,Mattru,SL,2022-01-06 21:18:27,clear sky,7.6244,-11.8332,78.4,81,5,4.18
657,Khvoynaya,RU,2022-01-06 21:18:27,overcast clouds,58.9,34.5333,17.87,93,100,8.72
658,Skibbereen,IE,2022-01-06 21:18:27,broken clouds,51.55,-9.2667,37.2,66,59,30.11
659,Barcelos,PT,2022-01-06 21:18:28,broken clouds,41.5388,-8.6151,50.29,91,54,2.24
660,Talakan,RU,2022-01-06 21:18:28,overcast clouds,50.3167,130.3667,-7.82,95,100,1.68
661,Urucara,BR,2022-01-06 21:18:28,broken clouds,-2.5364,-57.76,78.01,85,72,3.2
662,Mankachar,IN,2022-01-06 21:18:29,clear sky,25.5333,89.8667,61.72,62,1,5.08
663,Riyadh,SA,2022-01-06 21:14:09,broken clouds,24.6877,46.7219,48.34,49,67,5.77
664,Nauen,DE,2022-01-06 21:18:29,clear sky,52.607,12.8737,34.45,93,6,6.15
665,Borogontsy,RU,2022-01-06 21:18:30,overcast clouds,62.6683,131.1683,-42.29,100,87,2.24
666,Marsh Harbour,BS,2022-01-06 21:18:30,clear sky,26.5412,-77.0636,76.14,71,3,12.24
667,Rawson,AR,2022-01-06 21:18:31,clear sky,-43.3002,-65.1023,73.35,47,8,15.86
668,Varhaug,NO,2022-01-06 21:18:31,light snow,58.6147,5.6457,38.89,78,100,20.45
669,Beloslav,BG,2022-01-06 21:18:31,clear sky,43.1833,27.7,51.85,88,0,5.01
670,Pimentel,PE,2022-01-06 21:18:32,clear sky,-6.8367,-79.9342,77.29,61,0,20.71
671,Mabaruma,GY,2022-01-06 21:18:32,overcast clouds,8.2,-59.7833,76.98,81,95,5.48
672,Awjilah,LY,2022-01-06 21:18:32,clear sky,29.1081,21.2869,58.91,43,0,0.98
673,Qaqortoq,GL,2022-01-06 21:18:33,few clouds,60.7167,-46.0333,15.78,72,22,19.3
674,Avera,US,2022-01-06 21:18:33,clear sky,33.194,-82.5271,64.71,56,4,13.67
675,Tupilati,RO,2022-01-06 21:18:33,overcast clouds,47.0667,26.6333,38.16,92,100,3.49
676,Luba,GQ,2022-01-06 21:18:34,broken clouds,3.4568,8.5547,82.45,79,67,10.45
677,Kagoro,NG,2022-01-06 21:18:34,scattered clouds,9.6,8.3833,73.13,32,44,2.91
678,Obo,CF,2022-01-06 21:18:34,broken clouds,5.3998,26.4869,75.58,32,80,4.56
679,Kautokeino,NO,2022-01-06 21:18:35,few clouds,69.0125,23.0412,8.15,88,15,10.94
680,Manokwari,ID,2022-01-06 21:18:35,overcast clouds,-0.8667,134.0833,77.92,78,88,3.91
681,Lensk,RU,2022-01-06 21:18:36,light snow,60.7253,114.9278,16.05,95,100,6.29
682,Plastun,RU,2022-01-06 21:18:36,clear sky,44.7561,136.2939,3.33,71,3,10.49
683,Praia,CV,2022-01-06 21:18:36,broken clouds,14.9215,-23.5087,73.94,68,75,17.27
684,Santa Pola,ES,2022-01-06 21:18:37,clear sky,38.1917,-0.5658,51.49,62,0,1.99
685,Soe,ID,2022-01-06 21:18:37,overcast clouds,-9.8607,124.284,66.47,92,100,2.21
686,Usinsk,RU,2022-01-06 21:18:37,overcast clouds,65.9939,57.5281,2.48,92,100,9.33
687,Honningsvag,NO,2022-01-06 21:18:38,broken clouds,70.9821,25.9704,13.53,47,84,11.27
688,Butembo,CD,2022-01-06 21:18:38,broken clouds,0.15,29.2833,60.24,73,55,3.18
689,Spencer,US,2022-01-06 21:18:38,clear sky,43.1414,-95.1444,2.88,58,0,14.97
690,Teguise,ES,2022-01-06 21:18:39,scattered clouds,29.0605,-13.564,62.82,72,40,23.02
691,Dakar,SN,2022-01-06 21:14:39,overcast clouds,14.6937,-17.4441,76.08,70,88,16.98
692,Kuvandyk,RU,2022-01-06 21:18:39,snow,51.4781,57.3552,28.54,97,100,13.35
693,Santa Maria,BR,2022-01-06 21:16:21,clear sky,-29.6842,-53.8069,83.03,37,0,13.44
694,Tavagnacco,IT,2022-01-06 21:18:40,clear sky,46.1272,13.2132,37.27,73,3,7.16
695,Nechi,CO,2022-01-06 21:16:06,overcast clouds,8.0942,-74.7757,87.75,58,95,4.16
696,Orange,US,2022-01-06 21:18:40,clear sky,33.7,-117.7675,81.86,52,0,1.01
697,Harper,LR,2022-01-06 21:18:41,broken clouds,4.375,-7.7169,80.31,81,76,8.01
698,Flinders,AU,2022-01-06 21:18:41,light rain,-34.5833,150.8552,74.21,92,100,1.99
699,Mareeba,AU,2022-01-06 21:18:42,scattered clouds,-17.0,145.4333,79.52,90,43,2.04
